,title,release,artist_name,user,silhouette_score
166,Remembering Sunday,MTV Unplugged,All Time Low,user1,0.5225393247080773
374,Hot In Herre,Da Derrty Versions: The Re-invention,Nelly,user1,0.5204156255547968
693,Hot In Herre,Da Derrty Versions: The Re-invention,Nelly,user2,0.5204156255547968
33,Crimewave,Crimewave,Crystal Castles,user1,0.5190952312419235
222,From The Ritz To The Rubble,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,user1,0.5184922189739746
361,I Bet You Look Good On The Dancefloor,I Bet You Look Good On The Dance Floor,Arctic Monkeys,user1,0.5179750160761446
409,We Never Change,Parachutes,Coldplay,user1,0.5177618484815806
123,Move,The Art of Breaking,Thousand Foot Krutch,user1,0.5144803619017528
103,I Hate Everything About You,Three Days Grace (Deluxe Version),Three Days Grace,user1,0.5142127601248014
466,Everlong,Greatest Hits,Foo Fighters,user1,0.5139289517059958
661,Friday I'll Be Over U,Friday I'll Be Over U,Allison Iraheta,user2,0.5137982639686203
723,Potential Breakup Song,Potential Break Up Song,Aly & AJ,user2,0.5120618932369043
137,Teen Angst,Sci-Fi Lo-Fi Vol. 3,M83,user1,0.5116271460284723
722,Candyman,Grammy Nominees 2008,Christina Aguilera,user2,0.5110041604092646
2,Halo,Halo,Beyoncé,user1,0.5108926221026991
504,Halo,Halo,Beyoncé,user2,0.5108926221026991
385,Sandstorm,Galaxy Dance Anthems,Darude,user1,0.510713437083883
701,Shining Star,Hannah Montana - The Collection,B5,user2,0.5102359334271304
710,Dog Days Are Over,Dog Days Are Over,Florence + The Machine,user2,0.5102328056171402
113,Politik,A Rush Of Blood To The Head,Coldplay,user1,0.5098840198070985
649,Take A Bow,Good Girl Gone Bad: The Remixes,Rihanna,user2,0.5097527363052787
685,Thriller,Number Ones,Michael Jackson,user2,0.5091724484012229
41,Paper Planes,Decent Work For Decent Pay,M.I.A.,user1,0.507352633753722
226,The Way I Am,Curtain Call,Eminem,user1,0.5065538552464596
0,Smile Like You Mean It,Hot Fuss,The Killers,user1,0.5064967806036517
697,I Don't Care,Believers Never Die - Greatest Hits,Fall Out Boy,user2,0.5059305874648865
283,American Woman,Greatest Hits,The Guess Who,user1,0.5058447095427978
175,All Systems Go,Box Car Racer,Box Car Racer,user1,0.505385088575952
348,Midnight Show,Hot Fuss,The Killers,user1,0.5035409436857372
667,Here With Me,Dido Live,Dido,user2,0.503516723873894
317,Epic,The Real Thing,Faith No More,user1,0.5031358307092296
328,Rest My Chemistry,Our Love To Admire,Interpol,user1,0.5007849303456635
26,Love Story,Brits 2010,Taylor Swift,user1,0.5007607441546388
517,Love Story,Brits 2010,Taylor Swift,user2,0.5007607441546388
514,Livin' On A Prayer,America:  A Tribute To Heroes,Bon Jovi,user2,0.5006190821313294
24,Livin' On A Prayer,America:  A Tribute To Heroes,Bon Jovi,user1,0.5006190821313294
666,Wanna Be Startin' Somethin',King Of Pop,Michael Jackson,user2,0.4993539605735909
308,Wanna Be Startin' Somethin',King Of Pop,Michael Jackson,user1,0.4993539605735909
410,U Remind Me,Love Song,Usher,user1,0.4992228688403006
713,U Remind Me,Love Song,Usher,user2,0.4992228688403006
533,Alone,Girlfriend,Avril Lavigne,user2,0.49836873715773583
603,If I Don't Have You,Backstreet's Back,Backstreet Boys,user2,0.4980323551229226
662,My Happy Ending,Under My Skin,Avril Lavigne,user2,0.49572853392490374
536,I Won't Apologize,Kiss & Tell,Selena Gomez & The Scene,user2,0.495619356203646
390,My Girls,Body Language Vol. 8,Animal Collective,user1,0.4938990772684262
497,Trouble,Parachutes,Coldplay,user1,0.49314938306794315
617,Fallin',50 Great Songs,Alicia Keys,user2,0.4925558436182362
1,Ink My Whole Body,Ink My Whole Body,Wiz Khalifa,user1,0.4925058172428481
187,Lost!,Viva La Vida Or Death And All His Friends,Coldplay,user1,0.4920806188010401
559,Back To Black,Back To Black,Amy Winehouse,user2,0.49126352418238023
740,Hit 'Em Up Style (Oops!),Bittersweet,Blu Cantrell,user2,0.48967229934287715
755,Don't Stop The Music,Clubland Classix 2 - Digital Bundle Package,Rihanna,user2,0.4868795489254989
486,Don't Stop The Music,Clubland Classix 2 - Digital Bundle Package,Rihanna,user1,0.4868795489254989
675,Pump It,Pump It,Black Eyed Peas,user2,0.4868437418240504
341,Pump It,Pump It,Black Eyed Peas,user1,0.4868437418240504
315,Be Without You,Be Without You,Mary J. Blige,user1,0.4868035525307601
653,It's Gotta Be You,Millennium,Backstreet Boys,user2,0.4847594701366502
349,Live Wire,Carnival Of Sins/Live,Mötley Crüe,user1,0.483883096232295
516,Shake It,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,Metro Station,user2,0.4835007384798883
25,Shake It,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,Metro Station,user1,0.4835007384798883
284,Up !,Saturdays = Youth,M83,user1,0.4812304342159918
519,Thong Song,Ultimate R&B 2008 (Double Album),Sisqo,user2,0.47906448373666904
129,Devotion And Desire,Live At The Bayside Social Club,Bayside,user1,0.47637260940677806
626,The Carpal Tunnel Of Love,Infinity On High,Fall Out Boy,user2,0.47295096765740874
183,Stamp On The Ground,Stamp On The Ground,ItaloBrothers,user1,0.4719305484295934
491,Somebody to Love,High Flyin' Bird,Jefferson Airplane,user1,0.4692524877024872
171,Flashing Lights,Graduation,Kanye West,user1,0.4686898377267749
335,Crazy Train,Live & Loud,Ozzy Osbourne,user1,0.46713938016835665
279,Crabbuckit,Collected,K-OS,user1,0.46442261594176254
322,Stronger,Flashing Lights,Kanye West,user1,0.4601324972998342
671,Stronger,Flashing Lights,Kanye West,user2,0.4601324972998342
745,Walking On Sunshine,Drive Time Anthems,Katrina & The Waves,user2,0.4597408591786453
470,Walking On Sunshine,Drive Time Anthems,Katrina & The Waves,user1,0.4597408591786453
10,*,Before The Dawn Heals Us,M83,user1,0.45760481245835766
331,Paperthin Hymn,Never Take Friendship Personal,Anberlin,user1,0.45729088490706443
619,Birthday Sex,Birthday Sex,Jeremih,user2,0.4566424618418106
250,Girlfriend,Wolfgang Amadeus Phoenix,Phoenix,user1,0.4557152470872886
294,Beautiful Day,Stuck In A Moment You Can't Get Out Of,U2,user1,0.45490849850095605
70,You Ain't Seen Nothing Yet,Best Of Bachman-Turner Overdrive,Bachman-Turner Overdrive,user1,0.45025837709639566
444,Want You Bad,Conspiracy Of One,The Offspring,user1,0.4500740074564925
412,Homecoming,Graduation,Kanye West,user1,0.4449319358643838
104,Light My Fire,Light My Fire / Crystal Ship [Digital 45],The Doors,user1,0.4431381121144019
77,Can't Tell Me Nothing,Can't Tell Me Nothing,Kanye West,user1,0.4426496962068556
359,Only One,Ocean Avenue,Yellowcard,user1,0.44177659637047695
447,Crowd Chant,Satriani Live,Joe Satriani,user1,0.441047402648247
34,The Stuff,Age of Vipers,Tin Foil Phoenix,user1,0.440708352220068
724,Bootylicious,#1's,Destiny's Child,user2,0.43828173896803274
181,Love Lockdown,Hip To The Hop: 30th Anniversary Of Hip Hop Hip To Da Hop,Kanye West,user1,0.43580175686478545
499,Careless Whisper,Final,George Michael,user1,0.43453630592674036
757,U Can't Touch This,Charlie's Angels: Full Throttle (Music From The Motion Picture),MC Hammer,user2,0.4344183486651839
711,One Jump Ahead,Aladdin Original Soundtrack Special Edition,Brad Kane,user2,0.4343348873978838
403,A Boy Brushed Red Living In Black And White,They're Only Chasing Safety,Underoath,user1,0.4331364217461463
65,Everything Is Everything,Everything Is Everything,Phoenix,user1,0.4329753948302964
259,On Top,Hot Fuss,The Killers,user1,0.43275342223274677
443,The Next Episode,2001 Instrumental,Dr. Dre,user1,0.4324162010712402
725,The Next Episode,2001 Instrumental,Dr. Dre,user2,0.4324162010712402
484,Big Brother,Graduation,Kanye West,user1,0.4301049330756451
400,Banquet,101 Indie Classics,Bloc Party,user1,0.42542951967734804
94,Gonna Fly Now,Rocky II: Music From The Motion Picture,Bill Conti,user1,0.4222490425294066
280,Best I Ever Had,Best I Ever Had,Drake,user1,0.42218892954133724
554,Spice Up Your Life,Now That's What I Call The 90's,Spice Girls,user2,0.42128626410106446
548,One Time,One Time,Justin Bieber,user2,0.41982162036052756
712,Gettin' It,Jackpot,Chingy,user2,0.4142232327736028
347,Sunshine Of Your Love,BBC Sessions,Cream,user1,0.413610633654039
269,Spies,Parachutes,Coldplay,user1,0.4120200567316688
57,Violet Hill,Brit Awards 2009,Coldplay,user1,0.41084749706682683
364,Say Yes,Either Or,Elliott Smith,user1,0.4070355501700346
567,Left Outside Alone,Anastacia,Anastacia,user2,0.40673385361783926
229,Lunatic Fringe,As Far As Siam,Red Rider,user1,0.40495986876469026
17,Separate Ways (Worlds Apart),Escape / Frontiers / Infinity (3 Pak) (Costco Longbox Version),Journey,user1,0.4030152523648482
435,Cult Logic,Miike Snow,Miike Snow,user1,0.401043090233167
764,Forgotten,Under My Skin,Avril Lavigne,user2,0.4000480442319639
6,Dreamscape,Try Anything Once,Alan Parsons,user1,0.3978054523528916
264,Beyond the Sea,Beyond The Sea / That's The Way Love Is [Digital 45],Bobby Darin,user1,0.39404702244819867
168,Burden In My Hand,Down On The Upside,Soundgarden,user1,0.39145102131667586
594,Beat It,**** Live In Phoenix,Fall Out Boy,user2,0.38983474742942953
543,About You Now,About You Now,Sugababes,user2,0.38776574371815725
398,Our Time Now,Every Second Counts,Plain White T's,user1,0.3860214735721491
3,Everything Will Be Alright,Hot Fuss,The Killers,user1,0.3843034756914673
38,Cyanide,Death Magnetic,Metallica,user1,0.382516821184296
459,Phone Home,Tha Carter III,Lil Wayne,user1,0.38060979304835235
155,What Child Is This,A Charlie Brown Christmas [Expanded],Vince Guaraldi Trio,user1,0.3795802440876546
469,Dream On,Aerosmith,Aerosmith,user1,0.37953479342200347
744,Dream On,Aerosmith,Aerosmith,user2,0.37953479342200347
606,Release Me,Clubland 15,Agnes,user2,0.37335527108247374
193,High Speed,The Blue Room,Coldplay,user1,0.3710708300800997
350,Jingle Bell Rock,50's Jukebox Hits - Vol. 1,Bobby Helms,user1,0.3663804064279495
375,A Teenager In Love,Rock 'n Roll And Pop Hits_ The 50s_ Vol. 45,Dion & The Belmonts,user1,0.3655572804248348
71,Something In The Air,Lost & Found: 1960's Pop Volume 7,Thunderclap Newman,user1,0.35377232270115366
485,'Round Midnight,Misterioso,Thelonious Monk,user1,0.34553285194298083
579,Secret Agent,The Backyardigans,The Backyardigans,user2,0.34108857319156854
172,For What It's Worth,The Best Of Buffalo Springfield: Retrospective,Buffalo Springfield,user1,0.3393621961065928
607,Fireflies,Fireflies,Owl City,user2,0.33661579718624235
191,Fireflies,Fireflies,Owl City,user1,0.33661579718624235
560,Arabian Nights,Aladdin Original Soundtrack Special Edition,Bruce Adler,user2,0.3193279191828592
197,Summer Love,FutureSex/LoveSounds,Justin Timberlake,user1,0.31782440021678704
300,Ten Cents a Dance,Fill It! - I Love the Thirties,Ruth Etting,user1,0.3025575816745924
43,Johnny B. Goode,Sweet Little Rock & Roller - The Best of Chuck Berry - Remastered 2010,Chuck Berry,user1,0.3020182149519241
319,The Pusher,Live Steppenwolf,Steppenwolf,user1,0.29943934536941025
379,Love In Vain,Essential Delta Blues,Robert Johnson,user1,0.2965609765325422
85,Greensleeves,A Charlie Brown Christmas,Vince Guaraldi Trio,user1,0.2895761928093777
66,Gloomy Sunday,Billie Holiday - 16 Golden Greats,Billie Holiday,user1,0.28282827386757997
80,Hound Dog,All Around the Dance Floor,Big Mama Thornton,user1,0.2791229064098387
37,Ain't Misbehavin',The Essential Fats Waller Collection,Fats Waller,user1,0.2020983896509197
